url_len,url_num_hyphens_dom,url_num_dom_token,url_path_len,url_filename_len,url_longest_dom_token_len,url_average_dom_token_len,url_domain_len,url_hostname_len,url_num_dots,url_num_underscores,url_num_equals,url_num_slashes,url_num_dash,url_num_semicolon,url_num_at,url_num_percent,url_num_plus,url_query_len,url_num_query_para,url_ip_present,url_entropy,url_count_consonants,url_num_digits,url_chinese_present,url_port,url_has_https,url_has_ip_address,url_num_subdomains,url_has_suspicious_words,url_length_category,url_has_port_in_url,url_num_special_chars,url_num_params,url_num_fragments,url_starts_with_www,url_is_shortened,url_has_email,html_num_tags('iframe'),html_num_tags('script'),html_num_tags('embed'),html_num_tags('object'),html_num_tags('div'),html_num_tags('head'),html_num_tags('body'),html_num_tags('form'),html_num_tags('a'),html_num_tags('small'),html_num_tags('span'),html_num_tags('input'),html_num_tags('applet'),html_num_tags('img'),html_num_tags('video'),html_num_tags('audio'),repu
25,0,3,1,0,8,4.666666666666667,16,16,2,0,0,3,0,0,0,0,0,0,0,0,3.9132696895151087,16,0,0,80,1,0,1,0,0,0,1,0,0,1,0,0,0,5,0,0,2,1,1,1,3,0,0,1,0,1,0,0,benign
134,0,3,110,0,8,4.666666666666667,16,16,2,0,0,6,16,0,0,0,0,0,0,0,4.460888681494991,66,11,0,80,1,0,1,1,2,0,1,0,0,1,1,0,0,60,0,0,201,1,1,2,149,0,44,12,0,10,0,0,benign
50,0,3,27,14,7,4.333333333333333,15,15,3,0,0,4,0,0,0,0,0,0,0,0,4.035783629896564,30,0,0,80,1,0,1,0,0,0,1,0,0,1,0,0,0,9,0,0,25,1,1,2,328,0,0,7,0,10,0,0,benign
59,0,3,36,9,7,4.333333333333333,15,15,2,0,0,6,1,0,0,0,0,0,0,0,4.293683626279563,33,3,0,80,1,0,1,0,1,0,1,0,0,1,0,0,0,10,0,0,332,1,1,2,237,0,65,4,0,192,0,0,benign
49,0,3,13,0,14,8.666666666666666,28,28,2,0,0,4,0,0,0,0,0,0,0,0,4.049994855073226,31,0,0,80,1,0,1,0,0,0,1,0,0,0,1,0,0,10,0,0,4,1,1,0,0,0,0,0,0,0,0,0,benign
134,0,3,24,0,9,4.666666666666667,16,16,3,6,3,5,0,0,0,4,0,85,3,0,5.149497635093447,57,22,0,80,1,0,1,0,2,0,10,3,0,1,0,0,0,30,0,0,1,1,1,0,0,0,0,0,0,0,0,0,benign
91,0,4,52,33,16,7.0,31,31,3,0,0,6,6,0,0,0,0,0,0,0,4.717576338873592,43,12,0,80,1,0,2,1,2,0,1,0,0,0,1,0,0,12,0,0,28,1,1,1,32,1,7,3,0,4,0,0,benign
42,1,3,15,0,11,5.666666666666667,19,19,2,1,0,4,1,0,0,0,0,0,0,0,4.127569435189147,25,0,0,80,1,0,1,0,0,0,1,0,0,1,1,0,0,14,0,0,27,1,1,2,58,2,15,4,0,7,0,0,benign
30,0,3,1,0,10,6.333333333333333,21,21,2,0,0,3,0,0,0,0,0,0,0,0,3.8980685120588388,17,0,0,80,1,0,1,0,0,0,1,0,0,0,1,0,0,9,0,0,13,1,1,0,0,0,0,0,0,0,0,0,benign
95,0,2,70,52,13,8.0,17,17,1,0,0,5,10,0,0,0,0,0,0,0,4.3318603215186124,55,0,0,80,1,0,0,0,2,0,1,0,0,0,1,0,0,6,0,0,148,1,1,3,166,1,160,4,0,38,0,0,benign
62,0,3,31,27,15,7.0,23,23,2,0,0,4,6,0,0,0,0,0,0,0,4.457519092330887,30,9,0,80,1,0,1,0,1,0,1,0,0,1,0,0,0,23,0,0,170,1,1,1,103,0,66,9,0,20,0,0,benign
31,0,3,5,0,10,5.333333333333333,18,18,2,0,0,4,0,0,0,0,0,0,0,0,4.1958164715376185,14,5,0,80,1,0,1,0,0,0,1,0,0,1,0,0,0,5,0,0,16,1,1,1,4,0,0,1,0,2,0,0,benign
44,0,4,21,3,4,3.0,15,15,3,0,0,4,1,0,0,0,0,0,0,0,4.3281944024823575,25,0,0,80,1,0,2,0,0,0,1,0,0,1,0,0,0,44,0,0,534,1,1,3,124,0,138,4,0,38,0,0,benign
94,0,3,68,49,9,5.333333333333333,18,18,2,0,0,6,9,0,0,0,0,0,0,0,4.3851561765012566,41,12,0,80,1,0,1,1,2,0,1,0,0,0,0,0,0,10,0,0,23,1,1,1,40,1,6,3,0,2,0,0,benign
36,0,3,1,0,15,8.333333333333334,27,27,2,0,0,3,0,0,0,0,0,0,0,0,3.6761906261418305,21,0,0,80,1,0,1,1,0,0,1,0,0,0,0,0,1,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,benign
38,0,3,12,0,11,5.666666666666667,19,19,2,0,0,4,1,0,0,0,0,0,0,0,3.8725416580096272,22,0,0,80,0,0,1,0,0,0,1,0,0,1,1,0,2,10,0,0,32,1,1,0,76,0,43,0,0,23,0,0,benign
116,0,3,91,79,10,5.0,17,17,2,0,0,6,13,0,0,0,0,0,0,0,4.355534599950334,55,8,0,80,1,0,1,0,2,0,1,0,0,0,0,0,0,39,0,0,25,1,1,4,72,0,11,6,0,6,0,0,benign
52,0,2,33,18,7,5.0,11,11,1,0,0,5,2,0,0,0,0,0,0,0,3.8230233161133937,27,0,0,80,1,0,0,0,0,0,1,0,0,0,0,0,1,12,0,0,46,1,1,1,83,0,13,5,0,5,0,0,benign
89,0,3,60,0,13,6.333333333333333,21,21,2,0,0,5,7,0,0,0,0,0,0,0,4.441006746831919,46,4,0,80,1,0,1,0,2,0,1,0,0,1,0,0,0,36,0,0,265,1,1,1,233,0,227,9,0,25,0,0,benign
54,0,3,20,13,6,5.0,17,17,3,0,1,4,0,0,0,0,0,8,1,0,4.610916437148332,27,6,0,80,1,0,1,0,1,0,2,1,0,0,0,0,0,18,0,0,260,1,1,4,216,0,51,15,0,19,0,0,benign
68,0,3,36,0,16,7.333333333333333,24,24,2,0,0,4,4,0,0,0,0,0,0,0,4.608001680454342,33,6,0,80,1,0,1,0,1,0,1,0,0,1,0,0,2,86,0,0,192,1,1,3,124,0,40,7,0,5,0,0,benign
115,0,3,95,0,5,3.3333333333333335,12,12,2,0,0,7,8,0,0,0,0,0,0,0,4.159227226187008,55,0,0,80,1,0,1,0,2,0,1,0,0,1,0,0,0,22,0,0,198,1,1,2,181,0,178,11,0,21,0,0,benign
62,0,3,42,10,5,3.3333333333333335,12,12,2,0,0,6,2,0,0,0,0,0,0,0,4.191964359319433,34,0,0,80,1,0,1,0,1,0,1,0,0,1,0,0,0,8,0,0,280,1,1,0,259,0,40,0,0,7,0,0,benign
27,0,3,1,0,10,5.333333333333333,18,18,2,0,0,3,0,0,0,0,0,0,0,0,3.856196298219379,15,0,0,80,1,0,1,0,0,0,1,0,0,1,0,0,1,18,0,0,327,1,1,2,122,1,755,3,0,66,0,0,benign
68,0,2,45,39,11,7.0,15,15,1,0,0,4,4,0,0,0,0,0,0,0,4.02451173922837,42,0,0,80,1,0,0,0,1,0,1,0,0,0,0,0,1,10,0,0,61,1,1,2,165,1,95,8,0,11,0,0,benign
56,0,3,30,0,10,5.333333333333333,18,18,2,0,0,6,2,0,0,0,0,0,0,0,4.797902689682947,23,9,0,80,1,0,1,0,1,0,1,0,0,1,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,benign
24,0,3,1,0,8,4.333333333333333,15,15,2,0,0,3,0,0,0,0,0,0,0,0,3.7406015629507223,16,0,0,80,1,0,1,0,0,0,1,0,0,1,0,0,1,43,0,0,407,1,1,3,154,0,69,11,0,15,0,0,benign
24,0,3,1,0,7,4.333333333333333,15,15,2,0,0,3,0,0,0,0,0,0,0,0,3.7406015629507223,15,0,0,80,1,0,1,0,0,0,1,0,0,1,0,0,0,5,0,0,21,1,1,0,13,2,17,0,0,4,0,0,benign
38,0,3,13,9,9,5.0,17,17,3,0,0,4,0,0,0,0,0,0,0,0,4.023471592049353,25,0,0,80,1,0,1,0,0,0,1,0,0,1,0,0,1,9,0,0,59,1,1,0,3,0,9,0,0,18,0,0,benign
47,0,3,22,21,9,5.0,17,17,2,0,0,3,2,0,0,0,0,0,0,0,4.2137473621318104,26,0,0,80,1,0,1,0,0,0,1,0,0,1,0,0,1,47,0,0,149,1,1,1,65,0,9,1,0,11,0,0,benign
62,0,2,28,0,22,12.5,26,26,1,0,0,4,2,0,0,0,0,0,0,0,4.31147902922616,36,0,0,80,1,0,0,0,1,0,1,0,0,0,0,0,0,50,0,0,144,1,1,4,128,0,41,14,0,40,0,0,benign
52,0,3,27,0,9,5.0,17,17,2,0,0,5,1,0,0,0,0,0,0,0,4.157385276650179,31,0,0,80,1,0,1,0,0,0,1,0,0,1,0,0,1,5,0,0,442,1,1,1,153,0,34,1,0,44,0,0,benign
65,0,4,23,14,14,7.75,34,34,3,0,0,4,1,0,0,0,0,0,0,0,4.170359499065319,39,0,0,80,1,0,2,1,1,0,1,0,0,0,0,0,0,10,0,0,20,1,1,1,5,0,1,2,0,4,0,0,benign
62,0,3,28,0,18,8.0,26,26,2,0,0,4,2,0,0,0,0,0,0,0,4.258880240051321,38,0,0,80,1,0,1,0,1,0,1,0,0,1,0,0,0,12,0,0,27,1,1,2,97,0,21,3,0,8,0,0,benign
58,0,4,16,0,23,7.75,34,34,3,0,0,4,2,0,0,0,0,0,0,0,4.2483560565708265,34,0,0,80,1,0,2,0,1,0,1,0,0,1,0,0,0,31,0,0,158,1,1,3,190,1,146,10,0,34,0,0,benign
79,0,3,50,15,8,6.333333333333333,21,21,2,0,0,5,3,0,0,0,0,0,0,0,4.161801356948731,45,0,0,80,1,0,1,0,2,0,1,0,0,0,0,0,1,6,0,0,208,1,1,0,94,0,32,0,0,25,0,0,benign
26,0,3,1,0,9,5.0,17,17,2,0,0,3,0,0,0,0,0,0,0,0,3.8441065448145384,13,0,0,80,1,0,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,1,1,1,1,0,0,4,0,4,0,0,benign
59,0,2,45,12,3,2.5,6,6,1,0,0,6,0,0,0,0,0,0,0,0,4.002105601894875,32,0,0,80,1,0,0,0,1,0,1,0,0,0,0,0,0,6,0,0,132,1,1,1,273,0,19,1,0,59,0,0,benign
61,0,3,35,29,10,5.333333333333333,18,18,2,0,0,4,3,0,0,0,0,0,0,0,4.152942715040354,38,0,0,80,1,0,1,0,1,0,1,0,0,1,1,0,2,15,0,0,245,1,1,5,210,3,147,11,0,20,0,0,benign
41,0,2,22,0,7,5.0,11,11,1,0,0,5,2,0,0,0,0,0,0,0,4.183430895168874,23,0,0,80,1,0,0,1,0,0,1,0,0,0,0,0,1,14,0,0,120,1,1,2,57,1,48,8,0,3,0,0,benign
162,0,3,9,3,7,5.333333333333333,18,18,2,1,1,5,6,0,0,10,0,126,1,0,4.772708700525716,74,21,0,80,1,0,1,1,2,0,12,1,0,0,0,0,0,7,0,0,17,1,1,1,13,0,0,7,0,2,0,0,benign
120,0,3,100,33,4,3.3333333333333335,12,12,2,0,0,6,9,0,0,0,0,0,0,0,4.363211060604934,64,0,0,80,1,0,1,0,2,0,1,0,0,1,0,0,2,50,0,0,83,1,1,4,128,0,10,11,0,18,0,0,benign
68,0,4,28,17,13,7.25,32,32,4,0,0,5,0,0,0,0,0,0,0,0,4.46279134249953,37,3,0,80,1,0,2,0,1,0,1,0,0,0,0,0,0,8,0,0,15,1,1,1,19,0,2,5,0,4,0,0,benign
58,1,3,30,9,12,6.0,20,20,2,0,0,5,3,0,0,0,0,0,0,0,4.144462409174914,33,0,0,80,1,0,1,0,1,0,1,0,0,1,1,0,0,12,0,0,205,1,1,2,84,0,99,4,0,9,0,0,benign
44,0,3,18,0,8,5.333333333333333,18,18,2,0,0,4,0,0,0,0,0,0,0,0,4.016614721924478,24,0,0,80,1,0,1,0,0,0,1,0,0,0,0,0,0,14,0,0,8,1,1,1,18,0,7,2,0,2,0,0,benign
58,0,3,34,5,8,4.666666666666667,16,16,3,0,0,6,0,0,0,1,0,0,0,0,4.389730727953926,30,5,0,80,1,0,1,0,1,0,2,0,0,1,0,0,1,16,0,0,91,1,1,1,44,0,10,2,0,16,0,0,benign
53,1,3,19,15,19,8.0,26,26,2,0,0,4,3,0,0,0,0,0,0,0,4.213980247817397,30,0,0,80,1,0,1,1,0,0,1,0,0,1,0,0,0,38,0,0,105,1,1,3,101,0,8,21,0,9,0,0,benign
23,0,3,1,0,5,4.0,14,14,2,0,0,3,0,0,0,0,0,0,0,0,3.5013978254341027,14,0,0,80,1,0,1,0,0,0,1,0,0,0,0,0,0,20,0,0,100,1,1,2,160,0,16,44,0,22,0,0,benign
43,0,3,18,7,9,5.0,17,17,2,0,0,4,0,0,0,0,0,0,0,0,4.08267318468309,25,0,0,80,1,0,1,0,0,0,1,0,0,1,0,0,1,34,0,0,135,1,1,1,206,0,30,1,0,17,0,0,benign
67,0,3,34,19,17,7.666666666666667,25,25,2,0,0,5,4,0,0,0,0,0,0,0,4.475860273383379,36,7,0,80,1,0,1,1,1,0,1,0,0,1,0,0,0,35,0,0,25,1,1,0,34,0,9,0,0,10,0,0,benign
128,0,3,98,0,9,6.666666666666667,22,22,2,0,0,7,17,0,0,0,0,0,0,0,4.450181616885923,63,10,0,80,1,0,1,1,2,0,1,0,0,0,0,0,2,35,0,0,268,1,1,1,195,0,50,3,0,45,0,0,benign
38,0,3,1,0,12,9.0,29,29,2,0,0,3,0,0,0,0,0,0,0,0,3.945038697540245,21,0,0,80,1,0,1,0,0,0,1,0,0,0,0,0,0,9,0,0,29,1,1,2,9,0,5,3,0,0,0,0,benign
76,0,3,39,0,22,9.0,29,29,2,0,0,5,3,0,0,0,0,0,0,0,4.146312060642381,43,0,0,80,1,0,1,1,2,0,1,0,0,1,0,0,0,47,0,0,50,1,1,3,78,0,37,10,0,10,0,1,benign
97,0,3,72,21,9,5.0,17,17,3,0,0,7,5,0,0,0,0,0,0,0,4.519966457909823,55,0,0,80,1,0,1,1,2,0,1,0,0,1,0,0,1,16,0,0,221,1,1,2,603,0,24,11,0,49,0,0,benign
34,2,2,1,0,21,12.0,25,25,1,0,0,3,2,0,0,0,0,0,0,0,3.9176264438733583,19,0,0,80,1,0,0,0,0,0,1,0,0,0,1,0,1,18,0,0,170,1,1,1,43,0,10,5,0,12,0,0,benign
91,0,2,58,0,21,12.0,25,25,1,0,0,5,7,0,0,0,0,0,0,0,4.2280369827566355,50,0,0,80,1,0,0,0,2,0,1,0,0,0,1,0,0,13,0,0,41,1,1,0,122,0,13,0,0,7,0,0,benign
127,1,2,100,0,15,9.0,19,19,1,0,0,5,13,0,0,0,0,0,0,0,4.173717176446304,66,0,0,80,1,0,0,0,2,0,1,0,0,0,0,0,0,73,0,0,172,1,1,3,269,1,65,22,0,14,0,0,benign
83,0,3,53,0,14,6.666666666666667,22,22,2,0,0,4,8,0,0,0,0,0,0,0,4.194055880554897,45,0,0,80,1,0,1,0,2,0,1,0,0,1,0,0,1,54,0,0,112,1,1,1,116,1,25,1,0,32,0,0,benign
47,0,2,26,0,10,6.0,13,13,1,0,0,4,4,0,0,0,0,0,0,0,4.229808798348055,27,0,0,80,1,0,0,0,0,0,1,0,0,0,0,0,1,24,0,0,32,1,1,1,211,0,11,2,0,2,0,0,benign
96,0,3,72,53,7,4.666666666666667,16,16,2,0,0,6,10,0,0,0,0,0,0,0,4.648466835301619,40,14,0,80,1,0,1,1,2,0,1,0,0,0,1,0,0,14,0,0,13,1,1,1,33,0,0,3,0,3,0,0,benign
51,0,3,28,0,7,4.333333333333333,15,15,2,0,0,4,3,0,0,0,0,0,0,0,4.218720136335856,28,0,0,80,1,0,1,0,0,0,1,0,0,1,0,0,0,17,0,0,119,1,1,1,135,0,43,4,0,62,0,0,benign
45,0,3,14,0,15,7.0,23,23,2,0,0,4,1,0,0,0,0,0,0,0,4.144537752260993,25,0,0,80,1,0,1,0,0,0,1,0,0,1,1,0,0,55,0,0,276,1,1,0,28,0,1,0,0,21,0,0,benign
25,0,2,1,0,12,7.5,16,16,1,0,0,3,0,0,0,0,0,0,0,0,3.80307418942857,15,0,0,80,1,0,0,0,0,0,1,0,0,0,0,0,1,25,0,0,310,1,1,2,257,0,26,8,0,74,0,0,benign
54,0,2,34,0,8,5.5,12,12,1,0,0,5,4,0,0,0,0,0,0,0,4.343057299246293,30,0,0,80,1,0,0,0,1,0,1,0,0,0,0,0,0,6,0,0,86,1,1,5,143,0,16,22,0,31,0,0,benign
44,0,3,16,15,12,6.0,20,20,3,0,0,3,1,0,0,0,0,0,0,0,4.339335879656745,25,0,0,80,1,0,1,0,0,0,1,0,0,1,0,0,1,28,0,0,476,1,1,1,466,0,139,1,0,147,0,0,benign
91,0,2,63,62,16,9.5,20,20,1,0,0,3,9,0,0,0,0,0,0,0,4.3233532291930725,45,2,0,80,1,0,0,0,2,0,1,0,0,0,0,0,0,23,0,0,52,1,1,1,45,0,22,2,0,7,0,0,benign
41,0,3,20,8,5,3.6666666666666665,13,13,2,0,0,4,0,0,0,0,0,0,0,0,4.064392248309453,22,0,0,80,1,0,1,0,0,0,1,0,0,1,0,0,1,19,0,0,790,1,1,5,356,0,242,285,0,44,0,0,benign
109,0,3,87,0,6,4.0,14,14,2,0,0,7,9,0,0,0,0,0,0,0,4.404698087153537,60,4,0,80,1,0,1,0,2,0,1,0,0,1,0,0,0,39,0,0,193,1,1,2,161,0,109,13,0,51,0,0,benign
64,0,3,37,30,11,5.666666666666667,19,19,2,0,0,4,5,0,0,0,0,0,0,0,4.220463821688583,36,0,0,80,1,0,1,0,1,0,1,0,0,1,0,0,0,18,0,0,53,1,1,0,60,0,16,3,0,20,0,0,benign
57,0,3,29,16,8,6.0,20,20,3,0,0,5,0,0,0,0,0,0,0,0,4.567294128420572,17,22,0,80,1,0,1,0,1,0,1,0,0,0,0,0,1,38,0,0,274,1,1,4,74,0,57,21,0,11,0,0,benign
103,2,2,75,0,16,9.5,20,20,1,0,0,4,13,0,0,0,0,0,0,0,4.251870122513977,55,0,0,80,1,0,0,0,2,0,1,0,0,0,0,0,0,60,0,0,182,1,1,1,140,1,34,9,0,9,0,0,benign
38,0,3,14,0,8,4.666666666666667,16,16,2,0,0,5,0,0,0,0,0,0,0,0,4.0933405928928694,21,0,0,80,1,0,1,0,0,0,1,0,0,1,0,0,0,25,0,0,362,1,1,2,152,0,146,10,0,3,0,0,benign
24,0,3,1,0,7,4.333333333333333,15,15,2,0,0,3,0,0,0,0,0,0,0,0,3.823934896284056,14,0,0,80,1,0,1,0,0,0,1,0,0,1,1,0,0,12,0,0,248,1,1,0,32,0,20,0,0,27,0,0,benign
72,0,3,46,45,10,5.333333333333333,18,18,2,0,0,3,3,0,0,0,0,0,0,0,4.273141320466082,38,0,0,80,1,0,1,0,1,0,1,0,0,1,0,0,1,32,0,0,278,1,1,0,131,6,34,7,0,6,0,0,benign
23,0,3,1,0,7,4.0,14,14,2,0,0,3,0,0,0,0,0,0,0,0,3.642489673166126,13,0,0,80,1,0,1,0,0,0,1,0,0,0,0,0,0,9,0,0,8,1,1,1,1,0,2,6,0,1,0,0,benign
46,0,3,27,14,3,3.0,11,11,2,0,0,4,2,0,0,0,0,0,0,0,4.284006521086277,27,0,0,80,1,0,1,0,0,0,1,0,0,1,0,0,1,16,0,0,136,1,1,2,262,0,76,2,0,8,0,0,benign
46,0,3,20,8,10,5.333333333333333,18,18,3,0,0,4,0,0,0,0,0,0,0,0,3.925175272680264,30,0,0,80,1,0,1,0,0,0,1,0,0,1,0,0,1,15,0,0,31,1,1,0,15,0,50,0,0,7,0,0,benign
46,0,4,15,14,13,5.0,23,23,3,0,0,3,1,0,0,0,0,0,0,0,4.162057815120259,27,0,0,80,1,0,2,0,0,0,1,0,0,1,0,0,1,33,0,0,132,1,1,0,73,0,23,1,0,45,0,0,benign
69,0,3,10,9,11,6.666666666666667,22,22,3,0,2,3,0,0,0,0,0,28,2,0,4.800108877973909,32,9,0,80,1,0,1,1,1,0,3,2,0,0,0,0,1,9,0,0,43,1,1,3,17,0,11,15,0,9,0,0,benign
38,0,3,16,15,5,4.0,14,14,2,2,0,3,0,0,0,0,0,0,0,0,4.306494947369445,23,0,0,80,1,0,1,0,0,0,1,0,0,0,0,0,0,14,0,0,46,1,1,2,227,0,4,3,0,8,0,0,benign
116,0,3,95,0,5,3.6666666666666665,13,13,2,0,0,7,9,0,0,0,0,0,0,0,4.280503851230011,58,2,0,80,1,0,1,1,2,0,1,0,0,1,0,0,0,12,0,0,38,1,1,0,22,0,12,0,0,1,0,0,benign
117,0,3,93,24,8,4.666666666666667,16,16,3,0,0,8,5,0,0,0,0,0,0,0,4.456825854066327,67,4,0,80,1,0,1,0,2,0,1,0,0,1,0,0,1,25,0,0,94,1,1,0,61,0,10,0,0,9,0,0,benign
89,0,3,59,58,15,6.666666666666667,22,22,2,0,0,3,5,0,0,0,0,0,0,0,4.13352948142323,44,6,0,80,1,0,1,0,2,0,1,0,0,1,0,0,0,23,0,0,145,1,1,0,122,0,29,0,0,71,0,0,benign
67,0,3,44,30,8,4.333333333333333,15,15,2,0,0,5,7,0,0,0,0,0,0,0,4.245340222069107,36,1,0,80,1,0,1,0,1,0,1,0,0,1,0,0,1,56,0,0,123,1,1,3,109,0,27,8,0,22,0,0,benign
119,0,4,38,10,7,4.0,19,19,4,0,0,7,1,0,0,0,0,54,1,0,5.439217999383226,77,12,0,80,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,malicious
50,0,2,11,10,5,4.0,9,9,2,0,0,3,0,0,0,0,0,22,1,0,4.893660689688186,37,1,0,80,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,malicious
51,0,2,33,0,7,4.5,10,10,1,0,0,8,0,0,0,0,0,0,0,0,4.1454782246984125,29,0,0,80,1,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,76,1,1,2,186,0,70,38,0,2,0,0,malicious
48,1,2,14,5,16,9.5,20,20,1,0,1,4,1,0,0,0,0,5,1,0,4.269102928664277,24,0,0,80,1,0,0,1,0,0,2,1,0,0,1,0,0,5,0,0,134,1,1,2,189,0,125,6,0,0,0,0,malicious
25,1,2,1,0,12,7.5,16,16,1,0,0,3,1,0,0,0,0,0,0,0,3.8332696895151086,12,0,0,80,1,0,0,1,0,0,1,0,0,0,0,0,0,5,0,0,134,1,1,2,189,0,125,6,0,0,0,0,malicious
47,0,2,27,10,10,6.0,13,13,2,0,0,5,1,0,0,0,0,0,0,0,4.331526224967765,27,2,0,80,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,10,1,1,1,6,0,5,2,0,2,0,0,malicious
36,1,2,1,0,23,13.0,27,27,1,0,0,3,1,0,0,0,0,0,0,0,3.988554862192845,20,0,0,80,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,36,1,1,1,15,0,0,8,0,4,0,0,malicious
36,2,3,1,0,19,8.666666666666666,28,28,2,0,0,3,2,0,0,0,0,0,0,0,4.18354236243323,23,0,0,80,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,9,1,1,1,6,0,4,4,0,1,0,0,malicious
42,1,2,10,9,20,11.5,24,24,2,0,0,3,1,0,0,0,0,0,0,0,4.216506042177471,24,0,0,80,1,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,36,1,1,1,15,0,0,8,0,4,0,0,malicious
32,1,2,12,0,10,6.0,13,13,1,0,0,5,1,0,0,0,0,0,0,0,3.965018266288633,18,0,0,80,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,malicious
37,0,2,17,0,8,5.5,12,12,1,0,0,5,0,0,0,0,0,0,0,0,4.18582355533362,20,2,0,80,1,0,0,1,0,0,1,0,0,0,0,0,0,10,0,0,43,1,1,1,22,0,29,2,0,10,0,0,malicious
67,0,2,45,0,10,6.5,14,14,1,0,0,6,0,0,0,0,0,0,0,0,4.608645302521286,32,15,0,80,1,0,0,0,1,0,1,0,0,0,0,0,0,19,0,0,34,1,1,1,8,0,2,13,0,1,0,0,malicious
100,2,3,13,12,22,11.666666666666666,37,37,3,0,1,3,2,0,0,0,0,41,1,0,4.979659785525609,41,31,0,80,1,0,1,0,2,0,2,1,0,0,0,0,0,1,0,0,88,1,1,1,26,0,18,17,0,2,0,0,malicious
40,1,2,10,9,18,10.5,22,22,2,0,0,3,1,0,0,0,0,0,0,0,4.239822782008756,24,0,0,80,1,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,41,1,1,1,16,0,0,8,0,4,0,0,malicious
46,1,3,10,9,18,8.666666666666666,28,28,3,0,0,3,1,0,0,0,0,0,0,0,4.025869499761772,25,0,0,80,1,0,1,1,0,0,1,0,0,0,0,0,0,2,0,0,41,1,1,1,18,0,1,13,0,4,0,0,malicious
45,1,3,1,0,18,11.333333333333334,36,36,2,0,0,3,1,0,0,0,0,0,0,0,4.207976707200401,26,3,0,80,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,3,1,1,1,1,0,0,0,0,1,0,0,malicious
57,2,3,10,9,31,12.333333333333334,39,39,3,0,0,3,2,0,0,0,0,0,0,0,4.345276198033668,32,0,0,80,1,0,1,1,1,0,1,0,0,1,0,0,0,2,0,0,41,1,1,1,16,0,0,8,0,4,0,0,malicious
299,0,2,26,9,13,8.0,17,17,2,0,7,5,0,0,0,0,0,247,7,0,4.971119493257286,112,114,0,80,1,0,0,0,2,0,8,7,0,0,0,0,2,2,0,0,24,1,1,0,33,0,7,0,0,14,0,0,malicious
223,1,3,31,9,19,8.666666666666666,28,28,5,0,2,5,1,0,0,0,0,156,2,0,5.682423753133467,137,20,0,80,0,0,1,1,2,0,3,2,0,0,0,0,0,40,0,0,83,1,1,1,35,0,16,9,0,4,0,0,malicious
67,0,3,42,0,9,5.0,17,17,2,0,0,12,0,0,0,0,0,0,0,0,4.082015264981819,35,1,0,80,1,0,1,0,1,0,1,0,0,0,0,0,0,9,0,0,6,1,1,1,2,0,1,3,0,4,0,0,malicious
20,0,3,1,0,5,3.3333333333333335,12,12,2,0,0,3,0,0,0,0,0,0,0,0,3.684183719779189,12,2,0,80,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,34,1,1,1,11,0,11,3,0,0,0,0,malicious
48,0,2,11,10,3,3.0,7,7,2,0,0,3,0,0,0,0,0,22,1,0,4.845175521464345,35,1,0,80,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,malicious
35,2,3,0,0,19,8.333333333333334,27,27,2,0,0,2,2,0,0,0,0,0,0,0,4.150292659616669,25,0,0,80,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,9,1,1,1,6,0,4,4,0,1,0,0,malicious
55,1,2,11,10,11,7.0,15,15,2,0,0,3,1,0,0,0,0,21,1,0,4.971735622379554,39,0,0,80,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,malicious
47,0,2,11,10,3,3.0,7,7,2,0,0,3,0,0,0,0,0,21,1,0,4.86810667068848,32,1,0,80,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,malicious
49,0,2,11,10,5,4.0,9,9,2,0,0,3,0,0,0,0,0,21,1,0,4.915431017452138,36,1,0,80,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,malicious
88,1,2,62,32,14,8.5,18,18,1,0,0,6,1,0,0,0,0,0,0,0,4.694687516552193,35,23,0,80,1,0,0,0,2,0,1,0,0,0,0,0,0,6,0,0,20,1,1,1,0,0,0,5,0,7,0,0,malicious
